Magnitude,Depth,Day,Time,Longitude,Latitude,Region,Explore,Timestamp
3,38,2015-07-26,13:52:12,19.16,-65.91,PUERTO RICO REGION,5153705,1437943932
4.2,154.3,2015-07-26,13:09:22,6.8,-73.09,NORTHERN COLOMBIA,5153698,1437941362
4.2,141.4,2015-07-26,10:13:06,6.95,-73.13,NORTHERN COLOMBIA,5153686,1437930786
4.5,96,2015-07-26,10:04:11,36.74,71.5,AFGHANISTAN-TAJIKISTAN BORD REG.,5153685,1437930251
4.7,11.1,2015-07-25,19:55:23,13.89,-58.99,NORTH ATLANTIC OCEAN,5153632,1437879323
4,1.1,2015-07-25,18:35:53,37.11,28.79,TURKEY,5153628,1437874553
3.1,102,2015-07-25,18:02:20,19.42,-65.29,PUERTO RICO REGION,5153895,1437872540
4.7,40.4,2015-07-25,16:10:46,30.03,57.71,NORTHERN IRAN,5153622,1437865846
4.6,39.1,2015-07-24,21:30:07,33.3,73.3,PAKISTAN,5153557,1437798607
5.1,19.2,2015-07-24,20:59:54,33.88,73.23,PAKISTAN,5153554,1437796794
4.1,45.1,2015-07-24,20:30:22,11.22,-86.43,NEAR COAST OF NICARAGUA,5153556,1437795022
4.2,85.5,2015-07-24,19:51:19,19.19,-69.66,DOMINICAN REPUBLIC REGION,5153559,1437792679
2.6,12,2015-07-24,17:36:53,18.48,-64.63,VIRGIN ISLANDS,5153621,1437784613
5,39.4,2015-07-24,13:23:48,37.47,78.1,"SOUTHERN XINJIANG, CHINA",5153536,1437769428
5.2,141.7,2015-07-24,09:58:38,36.62,26.84,DODECANESE ISLANDS,5153522,1437757118
4.2,2.9,2015-07-24,06:54:10,40.24,26.29,TURKEY,5153510,1437746050
4.8,10,2015-07-24,02:39:43,40.31,26.26,TURKEY,5153493,1437730783
4.3,10,2015-07-24,01:26:02,40.29,26.26,TURKEY,5153487,1437726362
4.9,12,2015-07-23,20:22:40,17.59,-82.67,NORTH OF HONDURAS,5153479,1437708160
2.9,85,2015-07-23,16:26:58,18.93,-67.7,MONA PASSAGE,5153542,1437694018
2.7,37,2015-07-23,16:11:21,18.98,-67.69,MONA PASSAGE,5153540,1437693081
4.9,10,2015-07-23,12:01:22,21.22,-45.71,NORTHERN MID-ATLANTIC RIDGE,5153454,1437678082
5.1,10,2015-07-23,03:56:54,-0.69,-21.16,CENTRAL MID-ATLANTIC RIDGE,5153417,1437649014
4.7,10,2015-07-22,22:00:35,30.33,94.89,XIZANG,5153397,1437627635
4,12.3,2015-07-22,16:29:47,27.64,85.2,NEPAL,5153392,1437607787
2.3,19.5,2015-07-22,07:43:01,41.79,-71.39,SOUTHERN NEW ENGLAND,5153340,1437576181
5.6,53.3,2015-07-22,05:35:43,5.02,94.77,"NORTHERN SUMATERA, INDONESIA",5153330,1437568543
3.4,12.8,2015-07-22,04:35:46,37.35,-8.53,PORTUGAL,5153390,1437564946
4.5,23.5,2015-07-22,00:12:06,2.32,96.25,"NORTHERN SUMATERA, INDONESIA",5153309,1437549126
4.8,11,2015-07-21,19:21:29,38.88,69.76,TAJIKISTAN,5153293,1437531689
4.3,11.9,2015-07-21,16:29:16,34.73,32.95,CYPRUS REGION,5153287,1437521356
4.7,34.3,2015-07-21,15:10:20,30.37,94.85,XIZANG,5153281,1437516620
1.4,4.2,2015-07-21,11:49:20,43.75,-71.66,VERMONT-NEW HAMPSHIRE REGION,5153265,1437504560
2.7,13.6,2015-07-21,03:10:45,36.45,-83.74,TENNESSEE,5153264,1437473445
4.7,26.2,2015-07-21,01:27:10,19.12,96.27,MYANMAR,5153229,1437467230
4.8,10,2015-07-20,23:59:56,24.39,-46.2,NORTHERN MID-ATLANTIC RIDGE,5153226,1437461996
4.4,18.8,2015-07-20,23:08:17,13.83,-58.99,NORTH ATLANTIC OCEAN,5153220,1437458897
4.5,14.4,2015-07-20,22:59:27,13.85,-59.14,WINDWARD ISLANDS,5153223,1437458367
4.9,34.8,2015-07-20,15:28:44,30.33,94.93,XIZANG,5153194,1437431324
4.4,70.6,2015-07-20,12:01:03,13.71,-90.2,NEAR COAST OF GUATEMALA,5153168,1437418863
4.2,35,2015-07-20,01:24:17,13.19,-90.24,NEAR COAST OF GUATEMALA,5153151,1437380657
2.9,60,2015-07-20,00:06:13,18.9,-67.75,MONA PASSAGE,5153753,1437375973
3.1,71,2015-07-20,00:04:36,19.02,-67.71,MONA PASSAGE,5154314,1437375876
4.1,84.4,2015-07-19,23:57:49,36.9,71.13,AFGHANISTAN-TAJIKISTAN BORD REG.,5154311,1437375469
3.7,94,2015-07-19,20:17:49,19.48,-65.48,PUERTO RICO REGION,5153136,1437362269
3,39,2015-07-19,16:50:05,19.26,-68.76,NORTH ATLANTIC OCEAN,5153176,1437349805
3,22,2015-07-19,15:16:43,19.13,-66.83,PUERTO RICO REGION,5153177,1437344203
3.1,45,2015-07-19,15:01:58,19.05,-66.83,PUERTO RICO REGION,5153171,1437343318
3.6,124,2015-07-19,14:18:04,19.24,-65.46,PUERTO RICO REGION,5153172,1437340684
3,70,2015-07-19,13:56:22,18.95,-67.76,MONA PASSAGE,5153173,1437339382
2.8,24,2015-07-19,13:55:34,18.9,-67.7,MONA PASSAGE,5153174,1437339334
3.2,75,2015-07-19,13:34:16,19.57,-65.4,PUERTO RICO REGION,5153170,1437338056
3,38,2015-07-19,13:22:43,19.03,-67.83,MONA PASSAGE,5153135,1437337363
2.8,31,2015-07-19,13:12:38,19.11,-65.03,PUERTO RICO REGION,5153133,1437336758
4.9,12.1,2015-07-19,11:16:21,2.76,-78.9,NEAR WEST COAST OF COLOMBIA,5153107,1437329781
4.5,10,2015-07-19,06:34:12,13.79,-58.24,NORTH ATLANTIC OCEAN,5153100,1437312852
4.3,143.4,2015-07-19,01:26:13,37.94,72.48,TAJIKISTAN,5153082,1437294373
4.4,10,2015-07-18,23:48:08,30.42,79.12,XIZANG-INDIA BORDER REGION,5153080,1437288488
3,16,2015-07-18,23:26:26,38.74,-9.3,PORTUGAL,5153144,1437287186
2.7,65,2015-07-18,18:27:30,18.92,-67.74,MONA PASSAGE,5153074,1437269250
3,83,2015-07-18,18:13:26,18.73,-67.8,MONA PASSAGE,5153075,1437268406
2.5,18,2015-07-18,17:59:19,18.63,-67.8,MONA PASSAGE,5153072,1437267559
3,23,2015-07-18,17:29:54,18.94,-67.71,MONA PASSAGE,5153073,1437265794
2.9,45,2015-07-18,17:11:12,18.84,-67.63,MONA PASSAGE,5153070,1437264672
2.4,3.6,2015-07-18,13:30:28,36.27,-89.29,"NEW MADRID, MISSOURI REGION",5153048,1437251428
5.1,10,2015-07-18,05:41:26,30.36,94.82,XIZANG,5153028,1437223286
3.2,20,2015-07-18,00:31:32,18.85,-64.2,VIRGIN ISLANDS,5154312,1437204692
2.8,29,2015-07-17,23:34:18,19.11,-67.92,MONA PASSAGE,5154309,1437201258
4.1,5.8,2015-07-17,22:53:20,35.63,67.6,"HINDU KUSH REGION, AFGHANISTAN",5153666,1437198800
3.4,53,2015-07-17,22:26:10,19.66,-65.5,PUERTO RICO REGION,5153767,1437197170
3,24,2015-07-17,22:18:47,19.06,-67.95,MONA PASSAGE,5154310,1437196727
3.1,42,2015-07-17,21:50:12,19.54,-66.27,PUERTO RICO REGION,5153766,1437195012
2.6,27.8,2015-07-17,20:46:45,19.1,-64.32,VIRGIN ISLANDS,5153069,1437191205
4.1,13.7,2015-07-17,19:51:18,36.83,69.25,"HINDU KUSH REGION, AFGHANISTAN",5152994,1437187878
4.3,7.9,2015-07-17,19:36:51,36.92,69.27,"HINDU KUSH REGION, AFGHANISTAN",5152990,1437187011
3.4,147,2015-07-17,19:35:53,17.9,-68.69,MONA PASSAGE,5153062,1437186953
3.1,85,2015-07-17,18:20:50,18.98,-67.75,MONA PASSAGE,5153052,1437182450
4.6,6.8,2015-07-17,18:06:34,13.93,-58.96,NORTH ATLANTIC OCEAN,5152980,1437181594
2.9,8,2015-07-17,17:58:41,18.92,-64.39,VIRGIN ISLANDS,5152987,1437181121
3,71,2015-07-17,17:11:11,19,-67.77,MONA PASSAGE,5152985,1437178271
4.3,10,2015-07-17,12:23:06,19.44,-73.73,HAITI REGION,5152967,1437160986
3.3,38,2015-07-17,09:09:26,19.13,-67.68,MONA PASSAGE,5152956,1437149366
4.5,29.8,2015-07-17,03:35:28,18.85,-67.6,MONA PASSAGE,5152935,1437129328
3,34,2015-07-17,02:41:22,19.15,-68.03,NORTH ATLANTIC OCEAN,5154393,1437126082
3,13,2015-07-17,02:18:14,19.03,-67.62,MONA PASSAGE,5154388,1437124694
2.8,10,2015-07-17,01:44:56,18.83,-67.32,MONA PASSAGE,5154386,1437122696
2.9,30,2015-07-17,01:39:41,19.1,-67.61,MONA PASSAGE,5154387,1437122381
3.1,31,2015-07-17,01:10:26,18.96,-68,MONA PASSAGE,5154379,1437120626
3.1,24,2015-07-17,00:21:16,19.04,-67.64,MONA PASSAGE,5154236,1437117676
2.7,49,2015-07-16,23:48:26,19.18,-67.7,MONA PASSAGE,5154253,1437115706
2.5,53,2015-07-16,23:46:36,19.07,-67.68,MONA PASSAGE,5154249,1437115596
2.9,68,2015-07-16,23:21:12,18.98,-67.67,MONA PASSAGE,5154250,1437114072
2.9,38,2015-07-16,22:54:32,19.01,-67.8,MONA PASSAGE,5154246,1437112472
2.9,26,2015-07-16,22:24:01,19.12,-67.84,MONA PASSAGE,5154233,1437110641
2.7,73,2015-07-16,22:13:02,18.98,-67.7,MONA PASSAGE,5154247,1437109982
2.9,87,2015-07-16,21:56:16,18.87,-67.52,MONA PASSAGE,5154232,1437108976
4,65,2015-07-16,19:34:36,18.99,-67.75,MONA PASSAGE,5150998,1437100476
4.2,34,2015-07-16,17:37:59,19.86,-64.37,VIRGIN ISLANDS,5150992,1437093479
5.1,19.4,2015-07-16,15:36:16,13.96,-58.44,NORTH ATLANTIC OCEAN,5150984,1437086176
6.5,10,2015-07-16,15:16:32,13.86,-58.55,NORTH ATLANTIC OCEAN,5150982,1437084992
5.7,13.4,2015-07-16,11:01:47,13.89,-58.49,NORTH ATLANTIC OCEAN,5150980,1437069707
4.3,10,2015-07-16,09:53:10,14.11,-89.83,GUATEMALA,5150977,1437065590
4.7,10,2015-07-16,06:21:56,55.34,-35.25,REYKJANES RIDGE,5150975,1437052916
2,5,2015-07-16,00:32:36,45.17,-67.23,MAINE,5152995,1437031956
3.7,10.2,2015-07-15,22:00:18,45.47,-74.54,"SOUTHERN ONTARIO, CANADA",5150944,1437022818
2.9,21,2015-07-15,14:02:30,18.94,-67.73,MONA PASSAGE,5151014,1436994150
2.8,3,2015-07-15,13:22:01,18.94,-67.68,MONA PASSAGE,5151015,1436991721
2.6,68,2015-07-15,13:09:40,18.95,-64.46,VIRGIN ISLANDS,5151016,1436990980
2.5,31,2015-07-15,13:07:26,18.88,-67.76,MONA PASSAGE,5151017,1436990846
4.3,50,2015-07-15,13:00:03,19.16,-67.78,MONA PASSAGE,5150928,1436990403
2.5,5.7,2015-07-15,12:21:13,36.54,-89.62,"NEW MADRID, MISSOURI REGION",5150921,1436988073
5.5,10,2015-07-15,11:25:59,27.35,65.97,PAKISTAN,5150920,1436984759
3.8,20.4,2015-07-15,08:30:38,43.37,28.57,BLACK SEA,5151018,1436974238
4,10,2015-07-15,07:38:49,35.72,4.56,NORTHERN ALGERIA,5150940,1436971129
2.6,17.9,2015-07-15,03:57:01,37.12,-89.36,"CAPE GIRARDEAU, MISSOURI REGION",5150922,1436957821
4.7,145.9,2015-07-14,23:26:57,6.81,-73,NORTHERN COLOMBIA,5150895,1436941617
4.1,220.7,2015-07-14,22:12:08,36.66,70.84,"HINDU KUSH REGION, AFGHANISTAN",5154257,1436937128
2.6,79,2015-07-14,18:08:16,18.2,-65.99,PUERTO RICO REGION,5151019,1436922496
3.1,47,2015-07-14,16:25:47,17.07,-67.54,MONA PASSAGE,5151020,1436916347
2.5,31,2015-07-14,15:22:58,18.87,-67.39,MONA PASSAGE,5151021,1436912578
4.7,88.5,2015-07-14,14:35:51,35.85,70.99,"HINDU KUSH REGION, AFGHANISTAN",5150884,1436909751
4.4,41.8,2015-07-14,12:29:14,37.72,77.87,"SOUTHERN XINJIANG, CHINA",5150871,1436902154
4.5,40.7,2015-07-14,06:07:24,37.43,78.19,"SOUTHERN XINJIANG, CHINA",5150862,1436879244
4.6,10,2015-07-13,23:44:44,11.87,46.26,WESTERN GULF OF ADEN,5150848,1436856284
4,147.9,2015-07-13,23:35:10,45.66,26.44,ROMANIA,5150849,1436855710
2.1,17.1,2015-07-13,19:27:27,45.19,-73.96,"SOUTHERN QUEBEC, CANADA",5150833,1436840847
4.8,10,2015-07-13,18:25:07,39.13,72.52,KYRGYZSTAN,5150830,1436837107
4.8,10,2015-07-13,16:52:28,12.1,46.23,WESTERN GULF OF ADEN,5150838,1436831548
4.8,10,2015-07-13,16:51:07,12.17,46.19,WESTERN GULF OF ADEN,5150832,1436831467
4.1,24,2015-07-13,12:54:41,19.06,-64.12,VIRGIN ISLANDS,5150815,1436817281
4.8,16.1,2015-07-13,11:30:51,11.92,46.32,WESTERN GULF OF ADEN,5150812,1436812251
5,14.3,2015-07-13,11:14:04,11.94,46.37,WESTERN GULF OF ADEN,5150811,1436811244
4.8,15.5,2015-07-13,11:12:58,11.79,46.36,WESTERN GULF OF ADEN,5150810,1436811178
4.5,101.4,2015-07-13,11:03:03,26.46,96.51,MYANMAR,5153615,1436810583
1.2,5.2,2015-07-13,02:38:59,45.19,-69.33,MAINE,5151023,1436780339
4.2,53.9,2015-07-13,01:46:25,35.71,73.73,NORTHWESTERN KASHMIR,5150787,1436777185
4.2,218.6,2015-07-12,23:20:25,36.61,70.83,"HINDU KUSH REGION, AFGHANISTAN",5150780,1436768425
4.1,210.7,2015-07-12,21:36:52,36.66,70.95,"HINDU KUSH REGION, AFGHANISTAN",5150770,1436762212
4.3,161.9,2015-07-12,16:45:54,37.25,71.91,AFGHANISTAN-TAJIKISTAN BORD REG.,5150764,1436744754
4.5,5,2015-07-12,16:10:10,37.78,21.78,SOUTHERN GREECE,5150759,1436742610
3.1,13,2015-07-12,13:13:08,18.1,-67.4,MONA PASSAGE,5151024,1436731988
4.4,10,2015-07-12,11:57:34,2.63,-84.51,OFF COAST OF CENTRAL AMERICA,5153607,1436727454
4.3,134.9,2015-07-12,09:47:04,-2.96,-75.59,PERU-ECUADOR BORDER REGION,5150746,1436719624
2,7.7,2015-07-12,06:20:39,36.21,-89.49,"NEW MADRID, MISSOURI REGION",5150761,1436707239
2.8,10.9,2015-07-12,04:17:38,47.48,-70.07,"SOUTHERN QUEBEC, CANADA",5150783,1436699858
2.8,127,2015-07-12,03:02:15,18.37,-66.15,PUERTO RICO REGION,5154059,1436695335
2.8,31,2015-07-12,02:14:04,19.02,-65.2,PUERTO RICO REGION,5154054,1436692444
3.7,76,2015-07-12,01:36:21,19.93,-63.99,LEEWARD ISLANDS,5154307,1436690181
4.6,52.7,2015-07-11,22:55:53,-3.87,-80.62,PERU-ECUADOR BORDER REGION,5150735,1436680553
4.3,56.2,2015-07-11,18:27:45,35.63,44.81,IRAQ,5150877,1436664465
4.6,86,2015-07-11,17:22:36,-2.28,-78.95,ECUADOR,5150726,1436660556
5,10,2015-07-11,07:32:21,13.87,-45.53,NORTHERN MID-ATLANTIC RIDGE,5150713,1436625141
4.1,196.6,2015-07-11,05:19:39,36.43,70.69,"HINDU KUSH REGION, AFGHANISTAN",5154389,1436617179
4.4,20.3,2015-07-11,00:53:28,7.3,-77.99,PANAMA-COLOMBIA BORDER REGION,5153656,1436601208
4.1,253.4,2015-07-11,00:34:13,36.66,71,"HINDU KUSH REGION, AFGHANISTAN",5153653,1436600053
4.2,10,2015-07-10,21:13:01,27.73,86.08,NEPAL,5150691,1436587981
2.2,9.1,2015-07-10,19:21:22,36.49,-89.56,"NEW MADRID, MISSOURI REGION",5150693,1436581282
4.6,7.1,2015-07-10,11:46:09,8.58,-83.13,COSTA RICA,5150681,1436553969
3.4,54,2015-07-10,07:10:52,18.86,-64.35,VIRGIN ISLANDS,5154334,1436537452
4.2,6.2,2015-07-10,00:31:58,41.13,74.19,KYRGYZSTAN,5153657,1436513518
4,10,2015-07-09,17:54:09,37.25,78.46,"SOUTHERN XINJIANG, CHINA",5150639,1436489649
2.6,107,2015-07-09,16:02:02,18.46,-64.66,VIRGIN ISLANDS,5151026,1436482922
5.6,47.5,2015-07-09,13:25:54,13.3,-90.25,NEAR COAST OF GUATEMALA,5150614,1436473554
4.2,61.6,2015-07-09,03:30:01,34.7,74.16,SOUTHWESTERN KASHMIR,5150592,1436437801
4,13.2,2015-07-08,22:14:02,37.57,29.59,TURKEY,5150578,1436418842
4.3,25.5,2015-07-08,18:42:38,27.48,65.74,PAKISTAN,5150584,1436406158
3.3,126,2015-07-08,15:25:31,18.1,-68.59,MONA PASSAGE,5154221,1436394331
2.2,7.2,2015-07-08,10:08:11,35.83,-90.02,ARKANSAS,5150565,1436375291
4.6,22.7,2015-07-08,02:43:35,40.09,77.8,KYRGYZSTAN-XINJIANG BORDER REG.,5150548,1436348615
3.7,13.7,2015-07-08,02:15:28,28.75,34.73,EGYPT,5151028,1436346928
4.3,10,2015-07-08,01:48:53,32.35,49.38,WESTERN IRAN,5150547,1436345333
5.3,34.3,2015-07-08,00:38:56,4.99,94.73,OFF W COAST OF NORTHERN SUMATERA,5150543,1436341136
2.5,13,2015-07-07,21:34:07,17.93,-66.12,PUERTO RICO REGION,5153591,1436330047
2.8,59,2015-07-07,15:28:33,18.51,-64.26,VIRGIN ISLANDS,5151029,1436308113
2.5,62,2015-07-07,15:24:50,18.77,-65.14,PUERTO RICO REGION,5151030,1436307890
2.6,35,2015-07-07,14:24:57,18.92,-65.26,PUERTO RICO REGION,5151031,1436304297
2.6,42,2015-07-07,14:23:39,18.93,-65.25,PUERTO RICO REGION,5151032,1436304219
3.2,18,2015-07-07,09:46:30,46.31,-75.08,"SOUTHERN QUEBEC, CANADA",5150537,1436287590
3,106,2015-07-07,08:47:05,18.31,-67.28,MONA PASSAGE,5153251,1436284025
4.3,216.1,2015-07-07,07:05:08,36.53,70.21,"HINDU KUSH REGION, AFGHANISTAN",5153046,1436277908
3.8,116,2015-07-06,23:59:20,18.26,-68.61,MONA PASSAGE,5151033,1436252360
4.3,20.7,2015-07-06,23:58:09,42.38,19.39,NORTHWESTERN BALKAN REGION,5150486,1436252289
4.6,25.9,2015-07-06,21:34:03,36.11,21.4,SOUTHERN GREECE,5150476,1436243643
4.2,10,2015-07-06,15:29:08,27.94,85.69,NEPAL,5150475,1436221748
4.7,163.4,2015-07-06,14:17:14,11.25,-85.68,NICARAGUA,5150459,1436217434
4.4,9.8,2015-07-06,13:42:17,42.46,19.43,NORTHWESTERN BALKAN REGION,5150462,1436215337
3.1,36,2015-07-06,12:55:08,18.82,-64.67,VIRGIN ISLANDS,5153034,1436212508
4.9,39.4,2015-07-06,11:17:48,-7.15,-80.51,OFF COAST OF NORTHERN PERU,5150454,1436206668
2.7,18,2015-07-06,02:14:48,46.67,-72.61,"SOUTHERN QUEBEC, CANADA",5150483,1436174088
3.9,178.2,2015-07-06,01:31:34,38.13,74.12,TAJIKISTAN-XINJIANG BORDER REG.,5150444,1436171494
3.7,19.4,2015-07-06,01:03:47,38.25,26.56,AEGEAN SEA,5151035,1436169827
2.1,9.8,2015-07-06,00:08:40,36.55,-89.57,"NEW MADRID, MISSOURI REGION",5150501,1436166520
4.3,215.2,2015-07-05,23:29:08,36.5,70.63,"HINDU KUSH REGION, AFGHANISTAN",5150440,1436164148
2.8,8,2015-07-05,17:55:46,19.03,-65.11,PUERTO RICO REGION,5153720,1436144146
3,49,2015-07-05,15:43:26,18.06,-66.26,PUERTO RICO REGION,5151036,1436136206
4.4,10,2015-07-05,15:12:09,37.51,78.18,"SOUTHERN XINJIANG, CHINA",5150432,1436134329
4.4,132.9,2015-07-05,14:26:48,45.7,26.65,ROMANIA,5150429,1436131608
2.8,62,2015-07-05,13:22:40,18.66,-65.74,PUERTO RICO REGION,5151038,1436127760
2.5,5.3,2015-07-05,11:03:08,36.14,-89.72,"NEW MADRID, MISSOURI REGION",5150425,1436119388
4.5,153.6,2015-07-05,08:54:21,6.82,-73.01,NORTHERN COLOMBIA,5150414,1436111661
4.4,131.7,2015-07-04,23:08:20,24.79,95.33,MYANMAR,5153585,1436076500
4.6,10,2015-07-04,20:09:38,-2.79,68.45,CARLSBERG RIDGE,5153566,1436065778
4.2,10,2015-07-04,19:05:17,6.41,-82.52,SOUTH OF PANAMA,5153561,1436061917
4.4,78.9,2015-07-04,11:29:26,-3.08,-79.59,NEAR COAST OF ECUADOR,5150377,1436034566
4.5,89.8,2015-07-04,04:00:05,11.93,-86.63,NEAR COAST OF NICARAGUA,5150365,1436007605
3.2,38,2015-07-04,02:57:54,17.85,-68.33,MONA PASSAGE,5153642,1436003874
4.2,10,2015-07-04,02:49:40,37.23,78.38,"SOUTHERN XINJIANG, CHINA",5153655,1436003380
4.2,10,2015-07-04,02:01:09,14.53,56.25,OWEN FRACTURE ZONE REGION,5154032,1436000469
4.7,10,2015-07-04,00:44:37,14.4,56.28,OWEN FRACTURE ZONE REGION,5150356,1435995877
4.3,10,2015-07-04,00:36:38,37.66,78.01,"SOUTHERN XINJIANG, CHINA",5151041,1435995398
4,110.1,2015-07-03,21:20:25,36.45,70.88,"HINDU KUSH REGION, AFGHANISTAN",5151047,1435983625
4.5,10,2015-07-03,20:04:08,27.71,84.93,NEPAL-INDIA BORDER REGION,5150398,1435979048
4.1,128.1,2015-07-03,15:18:05,36.58,71.22,AFGHANISTAN-TAJIKISTAN BORD REG.,5153699,1435961885
2.5,112,2015-07-03,14:45:47,18.07,-64.81,VIRGIN ISLANDS,5153697,1435959947
5.8,10,2015-07-03,03:16:35,11.44,95,"ANDAMAN ISLANDS, INDIA",5150330,1435918595
4.8,10,2015-07-03,03:11:12,37.41,78.26,"SOUTHERN XINJIANG, CHINA",5150327,1435918272
4.6,10,2015-07-03,02:37:26,37.63,78.03,"SOUTHERN XINJIANG, CHINA",5150325,1435916246
4.8,10,2015-07-03,02:20:31,11.39,94.93,"ANDAMAN ISLANDS, INDIA",5150324,1435915231
4.5,10,2015-07-03,02:12:48,0.43,-27.43,CENTRAL MID-ATLANTIC RIDGE,5150323,1435914768
4.7,10,2015-07-03,01:44:45,37.52,78.02,"SOUTHERN XINJIANG, CHINA",5150322,1435913085
4.4,10,2015-07-03,01:31:24,37.48,77.84,"SOUTHERN XINJIANG, CHINA",5150320,1435912284
6.1,20,2015-07-03,01:07:47,37.46,78.13,"SOUTHERN XINJIANG, CHINA",5150317,1435910867
4.9,42.6,2015-07-03,00:37:44,13.08,93.26,"ANDAMAN ISLANDS, INDIA",5150316,1435909064
5.4,10,2015-07-02,07:18:24,34.44,73.7,PAKISTAN,5150286,1435846704
4.2,10,2015-07-02,01:56:11,27.75,85.3,NEPAL,5150278,1435827371
2.2,5,2015-07-01,18:39:56,44.11,-66.22,"NOVA SCOTIA, CANADA",5150315,1435801196
3.4,5,2015-07-01,18:32:52,44.12,-66.29,"NOVA SCOTIA, CANADA",5150272,1435800772
2.6,20.2,2015-07-01,09:06:46,35.1,-85.49,TENNESSEE,5150255,1435766806
4.6,137.8,2015-07-01,05:55:25,6.85,-73.04,NORTHERN COLOMBIA,5150246,1435755325
3.3,5,2015-06-30,15:42:54,42.15,-85.05,MICHIGAN,5150220,1435704174
3.8,5,2015-06-30,06:44:07,32.97,-88.05,MISSISSIPPI,5150204,1435671847
4.6,10,2015-06-30,06:07:22,36.8,21.55,SOUTHERN GREECE,5150203,1435669642
2.1,0,2015-06-30,03:02:19,32.99,-88.06,MISSISSIPPI,5150216,1435658539
4.3,15.6,2015-06-29,22:47:54,2.41,92,OFF W COAST OF NORTHERN SUMATERA,5150195,1435643274
4.2,12.1,2015-06-29,22:20:55,45.99,27.2,ROMANIA,5150192,1435641655
5.5,189.5,2015-06-29,22:07:48,36.69,71.28,AFGHANISTAN-TAJIKISTAN BORD REG.,5150191,1435640868
4.3,15,2015-06-29,21:46:25,27.55,85.75,NEPAL,5150190,1435639585
2.3,4.7,2015-06-29,19:18:00,35.66,-89.63,TENNESSEE,5150185,1435630680
4,10,2015-06-29,17:42:43,27.88,85.73,NEPAL,5150188,1435624963
3.2,5,2015-06-29,13:23:01,32.56,-90.08,MISSISSIPPI,5150174,1435609381
2.3,1,2015-06-29,06:10:00,36.62,-77.26,NORTH CAROLINA,5150172,1435583400
4.2,10,2015-06-29,04:15:14,19.95,-70.37,DOMINICAN REPUBLIC REGION,5150157,1435576514
4.7,10,2015-06-28,23:57:17,28.17,85.81,NEPAL,5150148,1435561037
4.4,10,2015-06-28,15:21:51,39.26,72.37,KYRGYZSTAN,5150133,1435530111
3.3,9.5,2015-06-28,09:15:03,47.39,-70.08,"SOUTHERN QUEBEC, CANADA",5150121,1435508103
5.6,10,2015-06-28,01:05:26,26.68,90.39,NORTHEASTERN INDIA,5150112,1435478726
4.3,82.7,2015-06-27,18:37:20,36.52,71.15,AFGHANISTAN-TAJIKISTAN BORD REG.,5150089,1435455440
5.2,11.1,2015-06-27,15:34:02,29.03,34.7,EGYPT,5150083,1435444442
2.2,2.7,2015-06-27,05:08:29,37.95,-78,VIRGINIA,5150140,1435406909
4.1,121.1,2015-06-27,04:05:36,36.19,70.58,"HINDU KUSH REGION, AFGHANISTAN",5150102,1435403136
4.8,29.5,2015-06-26,17:41:59,36.47,69.3,"HINDU KUSH REGION, AFGHANISTAN",5150053,1435365719
4.4,35,2015-06-26,09:26:08,12.8,-88.61,OFF COAST OF CENTRAL AMERICA,5150048,1435335968
4.1,114.6,2015-06-26,03:02:05,11.03,-62.41,WINDWARD ISLANDS,5150015,1435312925
4,10,2015-06-25,15:22:19,27.81,85.28,NEPAL,5149999,1435270939
5.1,10,2015-06-25,02:53:13,8.32,-82.87,PANAMA-COSTA RICA BORDER REGION,5149960,1435225993
4.6,10.4,2015-06-25,01:21:24,17.37,40.51,RED SEA,5149957,1435220484
4.6,10,2015-06-25,00:13:28,7.98,-77.81,PANAMA-COLOMBIA BORDER REGION,5149955,1435216408
4.4,10,2015-06-24,21:05:25,17.35,40.42,RED SEA,5149952,1435205125
5.4,34.9,2015-06-24,19:12:54,41.77,88.44,"SOUTHERN XINJIANG, CHINA",5149936,1435198374
4.7,136.7,2015-06-24,08:37:14,36.6,27.12,DODECANESE ISLANDS,5149922,1435160234
4.4,10,2015-06-23,22:35:22,38.62,43.16,TURKEY,5149916,1435124122
4.5,10,2015-06-23,13:48:22,27.56,66.21,PAKISTAN,5149899,1435092502
4.4,16.7,2015-06-23,07:16:41,7.94,-77.94,PANAMA-COLOMBIA BORDER REGION,5149893,1435069001
4.6,10,2015-06-22,21:40:57,39.29,71.74,TAJIKISTAN,5149876,1435034457
4.2,200.1,2015-06-22,05:16:20,36.57,70.89,"HINDU KUSH REGION, AFGHANISTAN",5149851,1434975380
4.3,152.2,2015-06-22,00:25:27,6.82,-73.03,NORTHERN COLOMBIA,5149844,1434957927
4.8,68.8,2015-06-21,17:19:59,13.28,-89.75,EL SALVADOR,5149837,1434932399
4.3,101.2,2015-06-21,17:01:23,18.62,-69.01,DOMINICAN REPUBLIC REGION,5149832,1434931283
2.2,7.8,2015-06-21,10:59:40,36.5,-89.56,"NEW MADRID, MISSOURI REGION",5149825,1434909580
4.6,18,2015-06-21,07:27:35,10.05,-83.13,COSTA RICA,5149823,1434896855
4.4,10,2015-06-21,04:02:46,32.62,83.27,XIZANG,5149818,1434884566
4.1,220.8,2015-06-21,01:28:18,36.6,70.81,"HINDU KUSH REGION, AFGHANISTAN",5149812,1434875298
5,23.7,2015-06-20,19:52:45,34.37,26.19,CRETE,5149802,1434855165
