Magnitude,Depth,Day,Time,Longitude,Latitude,Region,Explore,Timestamp
4.5,31.5,2015-06-20,19:32:17,10.81,-86.65,OFF COAST OF COSTA RICA,5149801,1434853937
2.2,14.9,2015-06-20,14:40:28,44.36,-65.4,"NOVA SCOTIA, CANADA",5149816,1434836428
4.7,10,2015-06-20,12:23:05,28.59,82.64,NEPAL,5149788,1434828185
4.7,71.1,2015-06-18,16:58:42,12.67,-87.93,NEAR COAST OF NICARAGUA,5149698,1434671922
2.4,7.8,2015-06-17,11:12:51,47.36,-70.25,"SOUTHERN QUEBEC, CANADA",5149727,1434564771
2.4,22.4,2015-06-17,08:51:48,35.33,-84.66,TENNESSEE,5149646,1434556308
2.1,0,2015-06-17,05:19:54,32.98,-88.05,MISSISSIPPI,5149653,1434543594
4.4,10,2015-06-17,02:15:13,28.3,85.88,NEPAL,5149630,1434532513
4.3,22,2015-06-17,00:30:00,27.87,85.34,NEPAL,5149628,1434526200
4.3,10,2015-06-16,08:57:17,19.62,-70.3,DOMINICAN REPUBLIC REGION,5149584,1434470237
4.3,107.2,2015-06-15,18:17:02,36.4,71.37,AFGHANISTAN-TAJIKISTAN BORD REG.,5149554,1434417422
2.2,23.2,2015-06-15,14:28:04,36.54,-83.93,TENNESSEE,5149586,1434403684
4.3,97.7,2015-06-15,14:21:17,36.8,71.16,AFGHANISTAN-TAJIKISTAN BORD REG.,5149539,1434403277
4.8,10,2015-06-15,13:38:01,31.43,-41.13,NORTHERN MID-ATLANTIC RIDGE,5149538,1434400681
4.1,124.7,2015-06-14,23:51:14,35.16,70,"HINDU KUSH REGION, AFGHANISTAN",5149526,1434351074
4.1,203.9,2015-06-14,13:12:22,36.52,70.24,"HINDU KUSH REGION, AFGHANISTAN",5149513,1434312742
2.6,9.1,2015-06-14,13:11:54,36.29,-89.46,"NEW MADRID, MISSOURI REGION",5149510,1434312714
2,12.8,2015-06-14,07:24:53,35.51,-84.45,TENNESSEE,5149512,1434291893
2.6,7.6,2015-06-14,07:22:53,36.2,-89.43,"NEW MADRID, MISSOURI REGION",5149509,1434291773
4.1,154.2,2015-06-14,06:09:59,36.74,71.27,AFGHANISTAN-TAJIKISTAN BORD REG.,5149498,1434287399
4.8,14.4,2015-06-14,05:32:28,38.66,-29.08,AZORES ISLANDS,5149494,1434285148
4.8,10,2015-06-13,01:18:29,27.66,86.13,NEPAL,5149453,1434183509
2.6,5,2015-06-12,22:00:48,40.96,-84.76,OHIO,5149475,1434171648
4.4,44.7,2015-06-12,18:37:34,36.31,68.9,"HINDU KUSH REGION, AFGHANISTAN",5149439,1434159454
5.2,42,2015-06-12,18:29:29,13.99,93.59,"ANDAMAN ISLANDS, INDIA",5149433,1434158969
4.5,10,2015-06-12,06:57:51,28.13,57.22,SOUTHERN IRAN,5149412,1434117471
4.4,16.5,2015-06-11,19:37:05,28,84.62,NEPAL-INDIA BORDER REGION,5149397,1434076625
4.5,26.1,2015-06-11,18:43:58,10.08,-83.46,COSTA RICA,5149383,1434073438
4.8,24.8,2015-06-11,16:12:19,27.81,85.6,NEPAL,5149375,1434064339
2.5,6,2015-06-11,12:51:09,36.55,-89.55,"NEW MADRID, MISSOURI REGION",5149370,1434052269
4.4,186.8,2015-06-09,23:37:31,-1.57,-77.44,ECUADOR,5149281,1433918251
5.4,10,2015-06-09,21:49:46,34.99,26.71,CRETE,5149277,1433911786
2.1,5.7,2015-06-09,07:11:56,34.84,-86.05,ALABAMA,5149257,1433859116
4.6,167.7,2015-06-09,06:37:51,12.52,-86.79,NICARAGUA,5149249,1433857071
4.6,14.8,2015-06-09,02:22:54,16.87,39,ETHIOPIA,5149247,1433841774
5.2,5.7,2015-06-09,01:09:02,38.67,23.35,GREECE,5149245,1433837342
4.7,15.4,2015-06-08,22:20:42,34.19,26.23,CRETE,5149236,1433827242
2.2,7.3,2015-06-08,20:01:46,37.16,-89.34,"CAPE GIRARDEAU, MISSOURI REGION",5149227,1433818906
4.1,183,2015-06-08,13:49:47,18.58,-68.77,MONA PASSAGE,5149211,1433796587
5.1,10,2015-06-08,10:47:20,-2.56,67.94,CARLSBERG RIDGE,5149202,1433785640
4.4,198.4,2015-06-08,03:28:12,36.5,70.77,"HINDU KUSH REGION, AFGHANISTAN",5149190,1433759292
4.2,97.3,2015-06-07,13:03:52,10.31,-73.32,NORTHERN COLOMBIA,5149163,1433707432
4.8,26.7,2015-06-07,06:39:30,-6.65,-81.06,NEAR COAST OF NORTHERN PERU,5149154,1433684370
4.5,10,2015-06-06,21:56:45,6.5,-82.52,SOUTH OF PANAMA,5149141,1433653005
3,6.3,2015-06-06,18:09:35,32.94,-88,MISSISSIPPI,5149135,1433639375
4.4,67.9,2015-06-06,10:19:40,13.09,-88.8,EL SALVADOR,5149116,1433611180
2.3,16,2015-06-06,08:37:31,36.27,-83.68,TENNESSEE,5149129,1433605051
4,82.5,2015-06-05,05:43:32,19.01,-70.43,DOMINICAN REPUBLIC REGION,5149081,1433508212
4.2,237.5,2015-06-05,00:09:08,37.29,72.19,TAJIKISTAN,5149079,1433488148
4.8,10,2015-06-04,12:17:07,59.85,-29.99,REYKJANES RIDGE,5149059,1433445427
4.4,214.6,2015-06-04,06:53:00,36.53,69.98,"HINDU KUSH REGION, AFGHANISTAN",5149050,1433425980
4.6,10,2015-06-03,09:35:46,40.87,48.76,EASTERN CAUCASUS,5149016,1433349346
4.6,15,2015-06-02,14:04:21,38.15,20.45,GREECE,5148977,1433279061
5,119.3,2015-06-02,08:22:39,-3.99,-76.09,NORTHERN PERU,5148959,1433258559
4.8,141.7,2015-06-01,23:30:28,38.02,72.67,TAJIKISTAN,5148919,1433226628
3.2,74,2015-06-01,14:53:25,19.52,-66.06,PUERTO RICO REGION,5148900,1433195605
4.9,111.6,2015-06-01,14:41:07,36.09,70.36,"HINDU KUSH REGION, AFGHANISTAN",5148892,1433194867
5,80.3,2015-06-01,14:07:50,4.63,95.59,"NORTHERN SUMATERA, INDONESIA",5148880,1433192870
4.4,10,2015-06-01,00:02:29,29.87,50.71,SOUTHERN IRAN,5148829,1433142149
2,7.5,2015-05-31,21:10:00,36.32,-89.5,"NEW MADRID, MISSOURI REGION",5148895,1433131800
4.5,49.2,2015-05-31,16:55:52,33.32,71.44,PAKISTAN,5148810,1433116552
4.4,29.1,2015-05-31,12:48:30,30.19,69.82,PAKISTAN,5148785,1433101710
5.4,106.9,2015-05-30,20:36:18,38.43,73.03,TAJIKISTAN-XINJIANG BORDER REG.,5148747,1433043378
4.6,234.9,2015-05-30,16:44:19,36.45,71.07,AFGHANISTAN-TAJIKISTAN BORD REG.,5148735,1433029459
4.3,10,2015-05-30,16:28:15,27.42,84.62,NEPAL-INDIA BORDER REGION,5148732,1433028495
4.6,34.3,2015-05-30,14:23:30,2.2,-84.45,OFF COAST OF CENTRAL AMERICA,5148800,1433021010
2,5,2015-05-30,09:13:43,47.26,-66.32,"NEW BRUNSWICK, CANADA",5148938,1433002423
4.7,9.4,2015-05-30,06:48:28,11.71,43.16,ETHIOPIA,5148711,1432993708
5.3,31.9,2015-05-30,06:26:08,1.19,-79.36,NEAR COAST OF ECUADOR,5148709,1432992368
4.2,5.1,2015-05-30,01:56:17,40.14,21.78,GREECE,5148696,1432976177
4.4,10,2015-05-30,01:26:28,9.95,57.04,CARLSBERG RIDGE,5148694,1432974388
3.4,25.9,2015-05-30,00:41:14,38.46,-88.36,SOUTHERN ILLINOIS,5148693,1432971674
4.8,10,2015-05-30,00:04:45,34.58,90.99,"QINGHAI, CHINA",5148692,1432969485
4.8,10,2015-05-29,09:59:59,27.96,84.76,NEPAL-INDIA BORDER REGION,5148635,1432918799
4,10,2015-05-29,00:03:47,34.97,26.73,CRETE,5145751,1432883027
2.8,14,2015-05-28,22:39:46,18.74,-67.53,MONA PASSAGE,5146002,1432877986
4.2,20.7,2015-05-28,15:04:59,37.64,69.37,AFGHANISTAN-TAJIKISTAN BORD REG.,5135805,1432850699
2.1,0.6,2015-05-28,13:48:17,38.21,-87.42,SOUTHERN INDIANA,5132564,1432846097
4.5,10,2015-05-28,10:52:30,12.16,-88.25,OFF COAST OF CENTRAL AMERICA,5130039,1432835550
4.4,15.6,2015-05-28,06:04:23,34.55,90.97,"QINGHAI, CHINA",5129355,1432818263
2.7,39,2015-05-27,14:44:45,19.63,-65.12,PUERTO RICO REGION,5115131,1432763085
4,196.3,2015-05-27,13:29:27,36.57,70.9,"HINDU KUSH REGION, AFGHANISTAN",5115127,1432758567
1.4,5.2,2015-05-27,11:25:40,45.24,-68,MAINE,5121623,1432751140
4.4,10,2015-05-27,07:30:58,27.41,84.76,NEPAL-INDIA BORDER REGION,5115880,1432737058
2.3,3.3,2015-05-27,03:56:13,43.41,-79.19,"SOUTHERN ONTARIO, CANADA",5115114,1432724173
4.4,20,2015-05-26,17:53:05,40.27,21.54,GREECE,5114913,1432687985
4.3,67.8,2015-05-26,17:24:13,24.25,93.98,MYANMAR-INDIA BORDER REGION,5114908,1432686253
4.5,33.8,2015-05-26,17:07:16,28.11,85.07,NEPAL,5114907,1432685236
3,9,2015-05-26,15:41:03,53.12,-4.36,UNITED KINGDOM,5115059,1432680063
3.8,10,2015-05-26,14:15:30,27.26,85.1,NEPAL,5115064,1432674930
4.1,7.6,2015-05-26,02:50:28,9.93,-83.92,COSTA RICA,5115045,1432633828
4.6,15.1,2015-05-26,01:20:36,40.66,46.95,EASTERN CAUCASUS,5114852,1432628436
4.1,204.1,2015-05-25,22:26:22,36.62,70.96,"HINDU KUSH REGION, AFGHANISTAN",5114847,1432617982
3,53,2015-05-25,15:53:57,18.91,-67.94,MONA PASSAGE,5140063,1432594437
3.8,80,2015-05-25,14:15:31,18.22,-68.26,MONA PASSAGE,5140061,1432588531
5.1,10,2015-05-24,23:59:47,7.34,-36.39,CENTRAL MID-ATLANTIC RIDGE,5114773,1432537187
3,36,2015-05-24,23:58:17,18.77,-66.5,PUERTO RICO REGION,5148763,1432537097
4.3,10,2015-05-24,21:38:41,28.15,84.67,NEPAL,5114768,1432528721
2.3,5,2015-05-24,18:12:27,43.29,-71.61,VERMONT-NEW HAMPSHIRE REGION,5114755,1432516347
2.5,3,2015-05-24,16:10:35,18.36,-67.33,MONA PASSAGE,5137161,1432509035
4.5,10,2015-05-24,15:14:57,50.68,91.41,RUSSIA-MONGOLIA BORDER REGION,5137159,1432505697
2.1,16,2015-05-23,20:22:08,45.08,-74.23,"SOUTHERN ONTARIO, CANADA",5114722,1432437728
2.1,4.5,2015-05-23,07:12:22,32.97,-88.03,MISSISSIPPI,5114699,1432390342
4.3,6.5,2015-05-22,22:09:17,35.02,26.82,CRETE,5114631,1432357757
4.3,10,2015-05-22,19:07:41,29.8,81.69,NEPAL,5114621,1432346861
4.2,10,2015-05-22,11:45:46,27.44,85.96,NEPAL,5114584,1432320346
4.7,10,2015-05-22,10:59:33,28.01,84.97,NEPAL,5114574,1432317573
2,5.7,2015-05-22,04:45:00,44.5,-70.31,MAINE,5114554,1432295100
4,10,2015-05-22,01:52:16,51.33,1.38,UNITED KINGDOM,5114542,1432284736
2.3,7.9,2015-05-21,22:25:47,32.95,-88.07,MISSISSIPPI,5114594,1432272347
4.6,17.5,2015-05-21,15:31:19,37.74,19.93,IONIAN SEA,5114515,1432247479
4.5,30.5,2015-05-21,13:48:08,1.87,96.98,OFF W COAST OF NORTHERN SUMATERA,5114505,1432241288
4.2,68.8,2015-05-21,13:25:28,11.17,-61.98,WINDWARD ISLANDS,5114496,1432239928
5.1,59,2015-05-21,02:42:08,3.84,95.92,OFF W COAST OF NORTHERN SUMATERA,5114419,1432201328
5,42.2,2015-05-20,22:34:33,-3.11,-77.48,PERU-ECUADOR BORDER REGION,5114406,1432186473
2,3.6,2015-05-20,15:32:44,35.91,-89.95,TENNESSEE,5148935,1432161164
4.3,17.3,2015-05-20,13:19:19,29.82,67.46,PAKISTAN,5114373,1432153159
4.4,10,2015-05-20,09:02:32,27.31,85.03,NEPAL,5114355,1432137752
5.5,11.2,2015-05-20,03:31:42,38.66,70.16,AFGHANISTAN-TAJIKISTAN BORD REG.,5114333,1432117902
4.4,16.4,2015-05-19,20:26:48,37.44,57.75,TURKMENISTAN-IRAN BORDER REGION,5114374,1432092408
4.4,36.7,2015-05-19,18:34:02,0.84,97.09,"NORTHERN SUMATERA, INDONESIA",5114306,1432085642
3,40,2015-05-19,16:31:09,19.06,-67.95,MONA PASSAGE,5114301,1432078269
4.1,10,2015-05-19,10:59:30,27.73,85.8,NEPAL,5114275,1432058370
3.9,10,2015-05-19,01:06:40,41.76,19.17,ALBANIA,5114261,1432022800
3.9,38,2015-05-18,23:17:21,19.21,-69.85,DOMINICAN REPUBLIC REGION,5114253,1432016241
4,10,2015-05-18,23:13:58,34.52,25.05,CRETE,5114763,1432016038
2.7,9,2015-05-18,23:05:32,18.09,-64.98,VIRGIN ISLANDS,5114764,1432015532
4.4,10,2015-05-18,22:49:50,27.55,85.87,NEPAL,5114230,1432014590
3,13,2015-05-18,22:43:34,18.05,-65.37,PUERTO RICO REGION,5148943,1432014214
4.4,48.7,2015-05-18,20:41:02,34.66,24.99,CRETE,5114226,1432006862
4.2,50.8,2015-05-18,18:35:13,36.72,21.49,SOUTHERN GREECE,5114225,1431999313
4.3,27,2015-05-18,16:46:35,34.16,73.77,PAKISTAN,5114216,1431992795
2.6,32,2015-05-18,15:31:14,19.12,-66.6,PUERTO RICO REGION,5114207,1431988274
4.3,40.4,2015-05-18,14:10:02,11.96,-88.82,OFF COAST OF CENTRAL AMERICA,5114203,1431983402
2.4,1.4,2015-05-18,09:13:47,33.56,-82.9,"GEORGIA, USA",5114195,1431965627
4.9,10,2015-05-18,05:49:11,2.38,66.8,CARLSBERG RIDGE,5114183,1431953351
2.8,59,2015-05-18,04:38:26,18.74,-66.53,PUERTO RICO REGION,5148929,1431949106
3.4,165,2015-05-18,01:52:10,19.69,-66,PUERTO RICO REGION,5148922,1431939130
3,58,2015-05-17,16:25:45,19.12,-64.98,VIRGIN ISLANDS,5114150,1431905145
5.1,15.4,2015-05-17,11:16:52,23.97,61.24,OFF COAST OF PAKISTAN,5114120,1431886612
4.3,10,2015-05-17,05:45:37,27.49,85.77,NEPAL,5114093,1431866737
4.7,24.9,2015-05-17,04:08:48,34.52,26.29,CRETE,5114091,1431860928
1.4,5,2015-05-17,02:06:48,41.73,-72.93,SOUTHERN NEW ENGLAND,5114178,1431853608
4.4,10,2015-05-16,23:15:25,27.67,85.92,NEPAL,5114080,1431843325
4,22.4,2015-05-16,18:43:16,35.01,26.81,CRETE,5114300,1431826996
5.7,10,2015-05-16,11:34:10,27.55,86.08,NEPAL,5114043,1431801250
4.5,10,2015-05-16,09:00:55,5.45,-72.9,COLOMBIA,5114029,1431792055
4.7,10,2015-05-16,03:39:26,27.61,85.68,NEPAL,5114011,1431772766
5.1,144.8,2015-05-16,01:19:50,-7.83,-74.4,PERU-BRAZIL BORDER REGION,5113996,1431764390
3.1,81,2015-05-15,21:37:24,18.94,-66.54,PUERTO RICO REGION,5114759,1431751044
4.1,22.3,2015-05-15,21:15:13,31.08,67.87,AFGHANISTAN,5113974,1431749713
3.1,26,2015-05-15,19:21:57,19.17,-66.59,PUERTO RICO REGION,5113961,1431742917
3.5,12.4,2015-05-15,05:35:47,45.85,12.08,NORTHERN ITALY,5114153,1431693347
4.9,10,2015-05-15,01:42:42,27.93,84.72,NEPAL-INDIA BORDER REGION,5113871,1431679362
2.5,9,2015-05-14,17:08:10,18.07,-67.31,MONA PASSAGE,5113845,1431648490
5.3,17.6,2015-05-14,16:01:21,24.08,61.2,OFF COAST OF PAKISTAN,5113825,1431644481
3.8,10,2015-05-14,14:36:42,28.27,85.65,NEPAL,5113862,1431639402
4.6,69.2,2015-05-14,14:16:49,13.99,-60.4,WINDWARD ISLANDS,5113820,1431638209
5.1,52.3,2015-05-14,14:08:17,10.96,-86.25,OFF COAST OF COSTA RICA,5113818,1431637697
5,6.4,2015-05-13,21:38:05,27.68,86.03,NEPAL,5113731,1431578285
4.3,10,2015-05-13,20:27:17,27.89,57.51,SOUTHERN IRAN,5113730,1431574037
2.6,28,2015-05-13,17:28:34,18.15,-67.16,MONA PASSAGE,5113727,1431563314
4,15.2,2015-05-13,15:44:17,38.12,20.35,GREECE,5148847,1431557057
4.5,47.5,2015-05-13,14:35:18,26.77,62.52,SOUTHWESTERN PAKISTAN,5113712,1431552918
4,10,2015-05-13,10:59:41,27.83,85.99,NEPAL,5113690,1431539981
4.7,10,2015-05-13,06:53:00,27.73,86.14,NEPAL,5113670,1431525180
4.4,10,2015-05-13,06:37:29,27.63,85.97,NEPAL,5113669,1431524249
4.8,10,2015-05-13,06:26:07,27.68,86.14,NEPAL,5113668,1431523567
4.1,10,2015-05-13,02:43:47,27.62,86.33,NEPAL,5148838,1431510227
4.1,10,2015-05-13,02:23:10,27.67,86.23,NEPAL,5113658,1431508990
4.3,85.5,2015-05-13,01:14:03,4.04,96.28,"NORTHERN SUMATERA, INDONESIA",5113650,1431504843
2.8,36,2015-05-12,22:53:30,18.86,-64.27,VIRGIN ISLANDS,5148705,1431496410
5.2,10,2015-05-12,21:25:12,27.78,84.59,NEPAL-INDIA BORDER REGION,5113627,1431491112
4,7.7,2015-05-12,20:44:28,27.82,86.22,NEPAL,5113713,1431488668
4.2,25.1,2015-05-12,20:22:17,27.64,85.16,NEPAL,5113630,1431487337
4.6,6.4,2015-05-12,19:37:40,27.7,86.1,NEPAL,5113710,1431484660
4.3,6,2015-05-12,19:34:58,27.68,86.09,NEPAL,5113708,1431484498
4.8,2.5,2015-05-12,17:28:38,27.53,86.16,NEPAL,5113571,1431476918
4.4,7.8,2015-05-12,16:55:23,27.73,85.97,NEPAL,5113566,1431474923
4.4,13.7,2015-05-12,15:28:20,27.75,86.27,NEPAL,5113564,1431469700
4.5,178.7,2015-05-12,14:11:08,-1.47,-77.74,ECUADOR,5113551,1431465068
4.4,10,2015-05-12,13:43:17,27.76,85.86,NEPAL,5113549,1431463397
4.3,10,2015-05-12,12:28:22,27.58,85.99,NEPAL,5113540,1431458902
4.2,10,2015-05-12,11:58:09,27.46,85.94,NEPAL,5113536,1431457089
4.2,10,2015-05-12,11:21:30,27.7,86.14,NEPAL,5113535,1431454890
4.5,10,2015-05-12,10:35:40,27.78,86.08,NEPAL,5113533,1431452140
4.3,10,2015-05-12,10:15:06,27.8,86.09,NEPAL,5113531,1431450906
4.6,10,2015-05-12,09:15:30,37.41,69.65,AFGHANISTAN-TAJIKISTAN BORD REG.,5113528,1431447330
4.3,4,2015-05-12,08:59:39,27.79,86.16,NEPAL,5113946,1431446379
4,10,2015-05-12,08:52:30,28.01,86.34,XIZANG,5114879,1431445950
4.3,10,2015-05-12,08:51:32,27.65,86.21,NEPAL,5114875,1431445892
4,10,2015-05-12,08:39:07,27.74,86.01,NEPAL,5114872,1431445147
4.4,10,2015-05-12,08:35:36,27.7,86.21,NEPAL,5114871,1431444936
4.3,16.3,2015-05-12,08:34:24,28.19,86.01,XIZANG,5114870,1431444864
4.8,10,2015-05-12,08:24:23,27.71,86.04,NEPAL,5114869,1431444263
5.2,15,2015-05-12,08:21:10,27.73,86.13,NEPAL,5113523,1431444070
5.1,15,2015-05-12,08:13:54,27.76,85.76,NEPAL,5113522,1431443634
4.3,10,2015-05-12,08:11:22,27.47,85.73,NEPAL,5114810,1431443482
5,15,2015-05-12,08:06:05,27.72,86.02,NEPAL,5113521,1431443165
4.2,10,2015-05-12,08:05:25,27.92,86.14,NEPAL,5114807,1431443125
4.5,10,2015-05-12,07:57:17,27.74,86.56,NEPAL,5114805,1431442637
4.9,10,2015-05-12,07:48:51,27.72,86.26,NEPAL,5114800,1431442131
4.9,10,2015-05-12,07:47:46,27.56,86.04,NEPAL,5114798,1431442066
4.9,13.9,2015-05-12,07:43:17,27.63,86.26,NEPAL,5113943,1431441797
6.3,15,2015-05-12,07:36:53,27.61,86.17,NEPAL,5113518,1431441413
5.4,10,2015-05-12,07:34:22,27.75,86.24,NEPAL,5113520,1431441262
4.1,10,2015-05-12,07:33:09,27.75,86.01,NEPAL,5114740,1431441189
5,10,2015-05-12,07:23:32,27.56,86.26,NEPAL,5114735,1431440612
4.8,10,2015-05-12,07:22:15,27.58,86.23,NEPAL,5114734,1431440535
4.9,10,2015-05-12,07:20:47,27.31,86.24,NEPAL,5114730,1431440447
5.5,12.1,2015-05-12,07:17:20,27.73,86.22,NEPAL,5113516,1431440240
7.3,15,2015-05-12,07:05:19,27.82,86.08,NEPAL,5113514,1431439519
4.7,9.8,2015-05-12,06:10:58,37.43,69.67,AFGHANISTAN-TAJIKISTAN BORD REG.,5113513,1431436258
1.6,7.3,2015-05-12,03:28:14,43.01,-71.79,VERMONT-NEW HAMPSHIRE REGION,5113644,1431426494
3.5,2,2015-05-12,02:02:50,45.87,12.06,NORTHERN ITALY,5113624,1431421370
4,6.8,2015-05-11,23:40:51,39.99,33.24,TURKEY,5113495,1431412851
2.7,26,2015-05-11,23:25:43,18.67,-65,VIRGIN ISLANDS,5114252,1431411943
2.6,44,2015-05-11,23:09:08,19.11,-64.32,VIRGIN ISLANDS,5114247,1431410948
4.1,212.4,2015-05-11,22:43:11,36.49,70.3,"HINDU KUSH REGION, AFGHANISTAN",5113493,1431409391
4.7,10,2015-05-11,18:25:50,39.53,89.61,"SOUTHERN XINJIANG, CHINA",5113569,1431393950
5.3,10,2015-05-11,17:42:02,-7.75,67.82,MID-INDIAN RIDGE,5113475,1431391322
4.5,109,2015-05-11,16:29:08,-8.1,-76.11,CENTRAL PERU,5113471,1431386948
4.3,10,2015-05-11,14:50:59,27.91,85.91,NEPAL,5113466,1431381059
2.5,9.8,2015-05-11,08:41:16,38.63,-83.69,KENTUCKY,5113544,1431358876
4.6,24.9,2015-05-11,08:26:29,37.28,16.85,IONIAN SEA,5113452,1431357989
2.2,5.2,2015-05-11,07:47:15,34.96,-85.13,ALABAMA,5113445,1431355635
4.3,10,2015-05-11,05:01:59,35,26.91,CRETE,5113432,1431345719
4.3,35,2015-05-11,03:24:12,12.57,-89.28,OFF COAST OF CENTRAL AMERICA,5121866,1431339852
4,10,2015-05-11,03:20:36,28.01,85.83,NEPAL,5121621,1431339636
4.5,40,2015-05-11,03:10:03,10.41,-86.17,OFF COAST OF COSTA RICA,5119275,1431339003
4.3,62,2015-05-10,21:32:47,34.95,25.29,CRETE,5113403,1431318767
4.3,10,2015-05-10,15:50:41,30.44,49.7,WESTERN IRAN,5113391,1431298241
3.2,111,2015-05-10,12:25:57,18.7,-67.77,MONA PASSAGE,5114676,1431285957
4.3,10,2015-05-10,09:38:32,27.45,85.59,NEPAL,5113416,1431275912
3.2,7,2015-05-10,04:27:38,12.01,-86.21,NICARAGUA,5113414,1431257258
4.4,154.3,2015-05-10,03:47:19,36.42,70.59,"HINDU KUSH REGION, AFGHANISTAN",5113322,1431254839
4.2,101.5,2015-05-10,03:18:11,36.18,71.18,AFGHANISTAN-TAJIKISTAN BORD REG.,5113320,1431253091
4,10,2015-05-10,00:49:53,27.64,86.08,NEPAL,5113412,1431244193
4.8,40.7,2015-05-09,14:31:50,11.53,-72.11,NEAR NORTH COAST OF COLOMBIA,5113275,1431207110
1.3,5,2015-05-09,12:41:57,44.82,-69.66,MAINE,5113318,1431200517
4.6,213.7,2015-05-09,08:22:42,38.64,15.31,SICILY,5113245,1431184962
2.5,10.6,2015-05-09,01:19:38,35.01,-85.18,TENNESSEE,5113220,1431159578
4,10,2015-05-08,21:23:27,27.96,85.03,NEPAL,5113406,1431145407
4,207.2,2015-05-08,20:23:55,38.03,74.25,TAJIKISTAN-XINJIANG BORDER REG.,5113285,1431141835
3.2,132,2015-05-08,19:50:16,18.34,-64.5,VIRGIN ISLANDS,5113278,1431139816
3.9,7.7,2015-05-08,19:14:48,41.77,33.41,TURKEY,5113276,1431137688
4.1,10,2015-05-08,07:47:54,27.82,85.94,NEPAL,5113401,1431096474
5.9,34.4,2015-05-08,03:12:20,1.55,97.87,"NORTHERN SUMATERA, INDONESIA",5113167,1431079940
4.6,29.4,2015-05-08,03:02:33,13.71,92.68,"ANDAMAN ISLANDS, INDIA",5113168,1431079353
4.9,11.6,2015-05-08,00:32:33,27.64,85.98,NEPAL,5113157,1431070353
4.3,10,2015-05-08,00:25:00,28.86,51.81,SOUTHERN IRAN,5113154,1431069900
3.4,10,2015-05-07,16:30:47,27.82,85.46,NEPAL,5113131,1431041447
4.2,27.1,2015-05-07,16:23:55,1.36,96.99,OFF W COAST OF NORTHERN SUMATERA,5148755,1431041035
4.5,38.6,2015-05-07,16:21:31,1.29,97.09,"NORTHERN SUMATERA, INDONESIA",5113126,1431040891
4.9,30.6,2015-05-07,16:15:19,1.38,97.07,"NORTHERN SUMATERA, INDONESIA",5113124,1431040519
4.7,51,2015-05-07,14:46:25,-8,-77.64,CENTRAL PERU,5113111,1431035185
3.1,34,2015-05-07,04:58:54,18.92,-64.36,VIRGIN ISLANDS,5148830,1430999934
3.2,37,2015-05-07,03:53:18,18.92,-64.22,VIRGIN ISLANDS,5148825,1430995998
2.8,35,2015-05-07,03:49:16,18.61,-65.13,PUERTO RICO REGION,5148824,1430995756
4.3,101.5,2015-05-07,03:13:59,36.19,71.04,AFGHANISTAN-TAJIKISTAN BORD REG.,5148819,1430993639
2.9,36,2015-05-07,03:04:36,18.91,-64.32,VIRGIN ISLANDS,5148612,1430993076
3.5,10,2015-05-06,21:56:28,27.6,85.17,NEPAL,5113028,1430974588
3.8,10,2015-05-06,15:13:19,27.63,85.59,NEPAL,5113017,1430950399
4.4,37,2015-05-06,03:49:54,34.72,25.02,CRETE,5115090,1430909394
5,8.6,2015-05-05,21:28:30,35.32,58.41,NORTHERN IRAN,5112879,1430886510
3,39,2015-05-05,18:22:25,19.21,-66.4,PUERTO RICO REGION,5113022,1430875345
4.3,32.1,2015-05-05,17:04:11,0.12,97,OFF W COAST OF NORTHERN SUMATERA,5148662,1430870651
3.1,57,2015-05-05,03:40:30,18.62,-64.01,VIRGIN ISLANDS,5115070,1430822430
3.2,34,2015-05-04,23:35:11,18.84,-64.2,VIRGIN ISLANDS,5113430,1430807711
4.6,10,2015-05-04,21:07:32,-3.88,-12.09,NORTH OF ASCENSION ISLAND,5113754,1430798852
4.8,10,2015-05-04,21:02:45,-3.83,-12.19,NORTH OF ASCENSION ISLAND,5112773,1430798565
4.3,10,2015-05-04,17:47:12,11.99,48,EASTERN GULF OF ADEN,5112767,1430786832
4.1,10,2015-05-04,12:17:13,27.79,86.02,NEPAL,5112779,1430767033
4.8,10,2015-05-04,11:30:35,26.3,61.14,SOUTHERN IRAN,5112723,1430764235
4.7,10,2015-05-04,11:02:34,-0.99,-13.12,NORTH OF ASCENSION ISLAND,5112725,1430762554
4.7,45.9,2015-05-04,04:07:38,34.45,25.12,CRETE,5112704,1430737658
3,40,2015-05-04,04:06:12,18.7,-67.62,MONA PASSAGE,5113735,1430737572
2.6,8,2015-05-04,03:34:32,17.92,-65.19,PUERTO RICO REGION,5113734,1430735672
4.3,164.1,2015-05-04,02:10:29,6.78,-73.03,NORTHERN COLOMBIA,5113647,1430730629
4.5,10,2015-05-04,01:15:07,27.63,85.97,NEPAL,5112684,1430727307
4.2,23.2,2015-05-04,00:42:02,38.26,21.57,GREECE,5113427,1430725322
4.2,10,2015-05-03,23:14:15,27.73,85.88,NEPAL,5112675,1430720055
3.1,33,2015-05-03,22:38:05,19.16,-64.63,VIRGIN ISLANDS,5114249,1430717885
4.3,30.9,2015-05-03,20:43:38,25.09,62.85,SOUTHWESTERN PAKISTAN,5112660,1430711018
4.2,10,2015-05-03,16:46:18,35.04,26.9,CRETE,5112645,1430696778
